artist_name,painting,title,year,medium
Krishna Reddy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/e/reddyk118.jpg,Jelly Fish,,Viscosity on handmade paper
Krishna Reddy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/e/reddyk125.jpg,Untitled,,Viscosity on paper
Krishna Reddy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/e/reddyk74.jpg,Clown and Flying Swans,1979.0,Viscosity on paper
Krishna Reddy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/e/reddyk65.jpg,Spider Web,1964.0,Viscosity on paper
Latika Katt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/kattlatika006.jpg,Sugarcane Field,2010.0,Resin and papier-mâché
Latika Katt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/kattlatika01.jpg,Untitled,,Glazed stoneware
Latika Katt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/kattlatika004.jpg,Sati,1993.0,"Papier-mâché, white clay, bamboo, iron rod structure, organic preservatives and resin"
Latika Katt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/kattlatika014.jpg,Fields,2008.0,Papier-mâché
Latika Katt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/kattlatika018.jpg,Untitled (Tree),,Terracotta
Latika Katt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/kattlatika043.jpg,Roots (White Stone),2011.0,Glazed stoneware
L. N. Taskar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/taskarln24.jpg,Untitled,,Watercolour on paper
L. N. Taskar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/taskarln25.jpg,Untitled,,Oil on paper
L. N. Taskar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/taskarln35.jpg,Untitled,,Oil on canvas
L. N. Taskar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/taskarln39.jpg,Untitled,,Watercolour and graphite on paper pasted on cardboard
L. N. Taskar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/taskarln42.jpg,Untitled (Mughal Gateway),,Watercolour on paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp18.jpg,Untitled,,Etching and viscosity on paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp27.jpg,Untitled,2002.0,Colour etching on handmade paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp37.jpg,Untitled,1974.0,Etching and aquatint on handmade paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp39.jpg,Untitled,1975.0,Etching and aquatint on handmade paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp49.jpg,Untitled,1975.0,Viscosity and etching on paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp51.jpg,Untitled,1969.0,Collograph on paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp71.jpg,Untitled,1976.0,Etching on handmade paper
Lalu Prasad Shaw,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shawlp72.jpg,Untitled (Portrait),1990.0,Tempera on mount board pasted on mount board
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai006.jpg,Aranya Kanda,1971.0,Oil on canvas
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai031.jpg,Human Forms,1972.0,Oil on canvas
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai038.jpg,Rocks,1969.0,Oil impasto on canvas
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai183.jpg,Untitled,1961.0,"Waterproof ink, ink and watercolour on paper"
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai188.jpg,Untitled,1959.0,Waterproof ink and ink on paper
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai296.jpg,"Margao, Goa",1962.0,Watercolour and ink on paper
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai699.jpg,Untitled,1955.0,Ink and waterproof ink on handmade paper
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai845.jpg,Untitled,1961.0,Enamel and acrylic on wood
Laxman Pai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/l/a/laxmanpai848.jpg,Untitled,1959.0,Colour etching on handmade paper
L. Munuswamy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/w/swamylm073.jpg,Young Girl,,Oil on mount board
L. Munuswamy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/w/swamylm075.jpg,Animals in Composition,1962.0,Oil on canvas
L. Munuswamy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/w/swamylm24.jpg,Romance of Colour and Line,1964.0,Gouache on paper
L. Munuswamy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/w/swamylm69.jpg,Study of an Old Man,1963.0,Oil on paper
L. Munuswamy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/w/swamylm56.jpg,Wild Life,1960.0,Gouache on paper
L. Munuswamy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/w/swamylm37.jpg,Decorative Landscape,1963.0,Gouache and collage on mount board
Marius Bauer,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bauerm003.jpg,Courtyard of a Palace,,Watercolour on paper pasted on cardboard
Marius Bauer,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bauerm062.jpg,Benaras,,Oil on canvas
Marius Bauer,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bauerm0069.jpg,Oriëntaalse Stadsingang met Figuren (Oriental City Entrance with Figures),,Oil on board
Marius Bauer,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bauerm0094.jpg,Untitled (Een Beul / An Executioner),,Etching on paper
Marius Bauer,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bauerm0093.jpg,Mendoet,1926.0,Etching on paper
Marius Bauer,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bauerm0001.jpg,Untitled,,Pastel on paper
M. Suriyamoorthy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suriyamurthym04.jpg,Gandhi Thoughts,1991.0,Oil on canvas
M. Suriyamoorthy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suryamurthym011.jpg,Untitled,1992.0,Enamel on canvas
M. Suriyamoorthy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suryamurthym012.jpg,Untitled,1992.0,
M. Suriyamoorthy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suryamurthym025.jpg,Untitled,1992.0,Oil and enamel on canvas
M. Suriyamoorthy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suryamurthym43.jpg,Untitled,1966.0,Oil on canvas
M. Suriyamoorthy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suryamurthym377.jpg,Untitled,,Oil and enamel on canvas
Mukul Dey,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukuld080.jpg,Girls Dancing,,Drypoint on paper
Mukul Dey,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukuld089.jpg,Festive Season / Group of Santal Dancers,1940.0,Drypoint on handmade paper
Mukul Dey,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukuld42.jpg,Fisher Girls,,Drypoint on paper
Mukul Dey,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukuld48.jpg,Sabari Plucking Fruits,1951.0,Watercolour on paper
Mukul Dey,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukuld74ny.jpg,Maha Devi Ma Durga,1974.0,Drypoint on rice paper
Mukul Dey,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukuld76.jpg,Untitled,1929.0,Drypoint on paper
Maniklal Banerjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/banerjeeml028.jpg,Untitled,,Oil on silk pasted on mount board
Maniklal Banerjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/banerjeeml091.jpg,Untitled,1987.0,Watercolour on silk pasted on mount board
Maniklal Banerjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/banerjeeml096.jpg,Goddess Sasthi,1995.0,Watercolour on silk pasted on mount board
Maniklal Banerjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/banerjeeml111.jpg,Untitled,1983.0,Watercolour on silk pasted on mount board
Maniklal Banerjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/banerjeeml122.jpg,Untitled,,Watercolour on silk pasted on mount board
Madan Lal Gupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptamadanlal001.jpg,Jal Sarovar,1995.0,Rust iron
Madan Lal Gupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptamadanlal002.jpg,Lolark Kund,1995.0,Rust iron
Madan Lal Gupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptamadanlal003.jpg,Lotus Chair,2003.0,Bronze
Madan Lal Gupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptamadanlal007.jpg,Untitled,2008.0,Bronze
Madan Lal Gupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptamadanlal009.jpg,Untitled,1995.0,Iron
Manu Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhmanu026.jpg,Duet of the Doms,2008.0,Oil on canvas
Manu Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhmanu033.jpg,Image of Goddess,2014.0,"Iron, enamel and found objects"
Manu Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhmanu13.jpg,Banaras at Dawn (Triptych),2005.0,
Manu Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhmanu25.jpg,Untitled,1996.0,"Gouache, dry pastel, charcoal and rice paper pasted on Masonite board"
Manu Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhmanu0035.jpg,Untitled,1978.0,Oil on canvas
Manu Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhmanu0049.jpg,Composition,1972.0,"Oil, charcoal and pastel on canvas"
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm014.jpg,Horse Rider in the Moonlight,1982.0,Oil on canvas
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm020_1.jpg,Playing with Animals,1989.0,Oil on canvas
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm064_1.jpg,Untitled,2005.0,Acrylic on canvas
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm297_1.jpg,Running Figure,1972.0,
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm331_1.jpg,Untitled,2018.0,
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm335_1.jpg,King of the Puppet,1980.0,Oil on canvas
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm338.jpg,Playing with Serpent,1981.0,Waterproof ink and ink on paper
Madhvi Parekh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parekhm343.jpg,Devi and Asura,1992.0,Acrylic on canvas
Mrinalini Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeemrinalini03.jpg,Untitled,,Ceramic
Mrinalini Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeemrinalini07.jpg,Florescence 2,1996.0,Ceramic
Muni Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhmuni02.jpg,Azimulla Khan,1969.0,Watercolour and gold foil on paper highlighted with gold pigment pasted on mount board
Muni Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhmuni071.jpg,Bahadur Shah Zafer (II),,Watercolour on paper
Muni Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhmuni075.jpg,Untitled,,Gouache on embossed cardboard
Muni Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhmuni09.jpg,General Bakht Khan,1988.0,Watercolour highlighted with gold and silver pigment on paper pasted on mount board
Muni Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhmuni11.jpg,Tatya Tope,1967.0,Watercolour highlighted with gold pigment on paper pasted on mount board
Muni Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhmuni12.jpg,Untitled,,Gouache highlighted with gold pigment on paper pasted on mount board
M. Reddeppa Naidu,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/naidur073.jpg,Untitled (Ganesha),,Oil on canvas
M. Reddeppa Naidu,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/naidur201.jpg,Untitled,1972.0,Oil and ink on canvas
M. Reddeppa Naidu,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/naidur204.jpg,Krishna and Gopis,1978.0,Oil on canvas
M. Reddeppa Naidu,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/naidur207.jpg,Devi,1977.0,Oil on canvas laid on plywood
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf0010c.jpg,Cobra Girl,,Acrylic on canvas
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf_014c.jpg,Untitled,,Acrylic on paper
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf_017c.jpg,Untitled,,Acrylic on paper
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf_03c.jpg,Untitled (Nude),,Oil on canvas
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf_005c_1.jpg,Arrival,,Oil and acrylic on jute
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf289.jpg,Untitled (Bhishma),,Oil on canvas
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf474_1.jpg,Untitled (Rajasthan Landscape),,Oil on paper pasted on board
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf490.jpg,That Obscure Object of Desire 21,1982.0,Graphite and watercolour on paper
M. F. Husain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/u/husainmf618.jpg,Untitled,,Lithograph on paper
M. V. Dhurandhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhurandharmv130.jpg,Todi Ragini,1919.0,Watercolour on paper
M. V. Dhurandhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhurandharmv131.jpg,Untitled,1910.0,Oil on oil paper
M. V. Dhurandhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhurandharmv165_1.jpg,Woman in Profile,1892.0,
M. V. Dhurandhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhurandharmv167.jpg,Untitled,,Watercolour and graphite on paper
M. V. Dhurandhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhurandharmv149.jpg,Shriram Viwaha,,Oleograph on paper pasted on magazine paper
M. V. Dhurandhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhurandharmv150_1.jpg,Indira Devi,,Oleograph on paper
M. K. Parandekar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parandekar09.jpg,Untitled,,
M. K. Parandekar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parandekar25.jpg,Untitled,,Watercolour on box board
M. K. Parandekar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parandekar32.jpg,Untitled,,Oil on oil paper
M. K. Parandekar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/parandekar44.jpg,Untitled,,Watercolour on paper pasted on paper
M. Senathipathi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senathipatim40_1.jpg,Untitled,1975.0,Watercolour on handmade paper
M. Senathipathi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senathipatim42.jpg,Untitled,1981.0,Ink and charcoal on handmade paper pasted on plywood
M. Senathipathi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senathipatim51.jpg,Krishna and Gopis,1967.0,"Ink, watercolour and gouache on paper"
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam075.jpg,Tarang II,1990.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam083.jpg,Guard,1986.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam088.jpg,First Flight,1990.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam093.jpg,Adulation,1994.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam100.jpg,The Day of Remembrance,1995.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam129.jpg,Musing,2016.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam154.jpg,Stretched,2016.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam159.jpg,Merged,2016.0,Serigraph on paper
Moti Zharotia,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/z/h/zharotiam164.jpg,Longing,2017.0,Serigraph on paper
Manjit Bawa,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bawam04c.jpg,Untitled,,Watercolour on handmade paper
Manjit Bawa,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bawam03c.jpg,Untitled,,Watercolour on handmade paper
Manjit Bawa,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bawam092.jpg,With Love N. I.,1977.0,Serigraph on paper
M. S. Joshi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/j/o/joshims01.jpg,Untitled,,Watercolour on handmade paper
M. S. Joshi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/j/o/joshims05.jpg,"Seabeach, Bombay",,Watercolour on handmade paper
M. S. Joshi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/j/o/joshims07.jpg,Rainy Day,,Watercolour on handmade paper
M. S. Joshi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/j/o/joshims14.jpg,Khandala in Rain,,Watercolour on handmade paper
M. A. R. Chughtai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chughtaiar015.jpg,Flame of Love,,Watercolour wash on handmade paper
M. A. R. Chughtai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chughtaiar019.jpg,Untitled,,Watercolour on handmade paper
M. A. R. Chughtai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chughtaiar022.jpg,Untitled,,Etching on paper
M. A. R. Chughtai,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chughtaiar07.jpg,Untitled,,Etching on paper
Mohan Samant,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/samantm13.jpg,Abstract #1,1963.0,"Oil, encaustic, plaster of paris and sand on canvas"
Mohan Samant,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/samantm07.jpg,Untitled,,"Acrylic, gouache and marker on cardboard"
Mohan Samant,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/samantm08.jpg,Summer,1952.0,
Mohan Samant,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/samantm10.jpg,Untitled,1966.0,
Mohan Samant,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/samantm12.jpg,Black Moon,1961.0,
